uuid,key,value
id-a540a5e3-09c8-11ed-1459-0a0027000004,BCM2,Product processing
id-a540a5e3-09c8-11ed-1459-0a0027000004,BCM3,Payment processing
id-a540a5e3-09c8-11ed-1459-0a0027000004,Domain,Payment (domestic)
id-a540a5e3-09c8-11ed-1459-0a0027000004,S-Code,
id-a540a5e3-09c8-11ed-1459-0a0027000004,Automation,FG
id-a55650c9-09c8-11ed-1459-0a0027000004,Target Application Option 1,BLEND
id-a55650c9-09c8-11ed-1459-0a0027000004,Target Application Option 1,BLEND
id-a53f1f45-09c8-11ed-1459-0a0027000004,CMDB ID,534b99293762ee4061eb2b2943990e98
id-a53f1f45-09c8-11ed-1459-0a0027000004,ING ID,application-support-561473
id-a53f1f45-09c8-11ed-1459-0a0027000004,Environment,Production
id-a53f1f45-09c8-11ed-1459-0a0027000004,Operational Status,Operational
id-a53f1f45-09c8-11ed-1459-0a0027000004,Documentation,Access to Management Information. Access to Management Information.
id-a53f1f45-09c8-11ed-1459-0a0027000004,Description,Access to Management Information
id-a53f1f45-09c8-11ed-1459-0a0027000004,BIA Date,
id-a53f1f45-09c8-11ed-1459-0a0027000004,Comment,
id-a53f1f45-09c8-11ed-1459-0a0027000004,Category,Business Application
id-a53f1f45-09c8-11ed-1459-0a0027000004,Parent IT Solution,AMI
id-a53f1f45-09c8-11ed-1459-0a0027000004,Business unit,BE/Infrastructure & Platforms/End User & Core Banking
id-a53f1f45-09c8-11ed-1459-0a0027000004,Support Group,be+nl/Infrastructure & Platforms/Core Bank/Data Management
id-a53f1f45-09c8-11ed-1459-0a0027000004,Asset Owner,Johan Smessaert
id-a53f1f45-09c8-11ed-1459-0a0027000004,IT Custodian,Patrick Ghysen
id-a53f1f45-09c8-11ed-1459-0a0027000004,Architect,Philip Smet
id-a53f1f45-09c8-11ed-1459-0a0027000004,BCM1,
id-a53f1f45-09c8-11ed-1459-0a0027000004,BCM2,
id-a53f1f45-09c8-11ed-1459-0a0027000004,BCM3,
id-a53f1f45-09c8-11ed-1459-0a0027000004,Domain,Infrastructure
id-a53f1f45-09c8-11ed-1459-0a0027000004,S-Code,
id-a53f1f45-09c8-11ed-1459-0a0027000004,Automation,FG
id-a53f1f45-09c8-11ed-1459-0a0027000004,CMDB ID,534b99293762ee4061eb2b2943990e98
id-a53f1f45-09c8-11ed-1459-0a0027000004,ING ID,application-support-561473
id-a53f1f45-09c8-11ed-1459-0a0027000004,Environment,Production
id-a53f1f45-09c8-11ed-1459-0a0027000004,Operational Status,Operational
id-a53f1f45-09c8-11ed-1459-0a0027000004,Documentation,Access to Management Information. Access to Management Information.
id-a53f1f45-09c8-11ed-1459-0a0027000004,Description,Access to Management Information
id-a53f1f45-09c8-11ed-1459-0a0027000004,BIA Date,
id-a53f1f45-09c8-11ed-1459-0a0027000004,Comment,
id-a53f1f45-09c8-11ed-1459-0a0027000004,Category,Business Application
id-a53f1f45-09c8-11ed-1459-0a0027000004,Parent IT Solution,AMI
id-a53f1f45-09c8-11ed-1459-0a0027000004,Business unit,BE/Infrastructure & Platforms/End User & Core Banking
id-a53f1f45-09c8-11ed-1459-0a0027000004,Support Group,be+nl/Infrastructure & Platforms/Core Bank/Data Management
id-a53f1f45-09c8-11ed-1459-0a0027000004,Asset Owner,Johan Smessaert
id-a53f1f45-09c8-11ed-1459-0a0027000004,IT Custodian,Patrick Ghysen
id-a53f1f45-09c8-11ed-1459-0a0027000004,Architect,Philip Smet
id-a53f1f45-09c8-11ed-1459-0a0027000004,BCM1,
id-a53f1f45-09c8-11ed-1459-0a0027000004,BCM2,
id-a53f1f45-09c8-11ed-1459-0a0027000004,BCM3,
id-a53f1f45-09c8-11ed-1459-0a0027000004,Domain,Infrastructure
id-a53f1f45-09c8-11ed-1459-0a0027000004,S-Code,
id-a53f1f45-09c8-11ed-1459-0a0027000004,Automation,FG
id-a55d55a3-09c8-11ed-1459-0a0027000004,Target Application Option 1,TI+
id-a55d55a3-09c8-11ed-1459-0a0027000004,Target Application Option 1,TI+
id-a54a90f3-09c8-11ed-1459-0a0027000004,Target Application Option 1,NextGen AE
id-a54a90f3-09c8-11ed-1459-0a0027000004,Target Application Option 1,NextGen AE
id-a5447673-09c8-11ed-1459-0a0027000004,P-Code,
id-a5447673-09c8-11ed-1459-0a0027000004,P-Code,
id-a5584c91-09c8-11ed-1459-0a0027000004,Target Application Option 1,EPOS
id-a5584c91-09c8-11ed-1459-0a0027000004,Target Application Option 2,Target AMS
id-a5584c91-09c8-11ed-1459-0a0027000004,Target Application Option 3,BPO
id-a5584c91-09c8-11ed-1459-0a0027000004,Target Application Option 1,EPOS
id-a5584c91-09c8-11ed-1459-0a0027000004,Target Application Option 2,Target AMS
id-a5584c91-09c8-11ed-1459-0a0027000004,Target Application Option 3,BPO
id-a5427aa1-09c8-11ed-1459-0a0027000004,CMDB ID,
id-a5427aa1-09c8-11ed-1459-0a0027000004,ING ID,
id-a5427aa1-09c8-11ed-1459-0a0027000004,Environment,Production
id-a5427aa1-09c8-11ed-1459-0a0027000004,Operational Status,Decommissioned
id-a5427aa1-09c8-11ed-1459-0a0027000004,Documentation,General Costing Information. General Costing Information.
id-a5427aa1-09c8-11ed-1459-0a0027000004,Description,
id-a5427aa1-09c8-11ed-1459-0a0027000004,BIA Date,
id-a5427aa1-09c8-11ed-1459-0a0027000004,Comment,
id-a5427aa1-09c8-11ed-1459-0a0027000004,Category,Business Application
id-a5427aa1-09c8-11ed-1459-0a0027000004,Parent IT Solution,
id-a5427aa1-09c8-11ed-1459-0a0027000004,Business unit,
id-a5427aa1-09c8-11ed-1459-0a0027000004,Support Group,
id-a5427aa1-09c8-11ed-1459-0a0027000004,Asset Owner,
id-a5427aa1-09c8-11ed-1459-0a0027000004,IT Custodian,
id-a5427aa1-09c8-11ed-1459-0a0027000004,Architect,n/a
id-a5427aa1-09c8-11ed-1459-0a0027000004,BCM1,N/A
id-a5427aa1-09c8-11ed-1459-0a0027000004,BCM2,N/A
id-a5427aa1-09c8-11ed-1459-0a0027000004,BCM3,N/A
id-a5427aa1-09c8-11ed-1459-0a0027000004,Domain,n/a
id-a5427aa1-09c8-11ed-1459-0a0027000004,S-Code,
id-a5427aa1-09c8-11ed-1459-0a0027000004,Automation,
id-a5427aa1-09c8-11ed-1459-0a0027000004,CMDB ID,
id-a5427aa1-09c8-11ed-1459-0a0027000004,ING ID,
id-a5427aa1-09c8-11ed-1459-0a0027000004,Environment,Production
id-a5427aa1-09c8-11ed-1459-0a0027000004,Operational Status,Decommissioned
id-a5427aa1-09c8-11ed-1459-0a0027000004,Documentation,General Costing Information. General Costing Information.
id-a5427aa1-09c8-11ed-1459-0a0027000004,Description,
id-a5427aa1-09c8-11ed-1459-0a0027000004,BIA Date,
id-a5427aa1-09c8-11ed-1459-0a0027000004,Comment,
id-a5427aa1-09c8-11ed-1459-0a0027000004,Category,Business Application
id-a5427aa1-09c8-11ed-1459-0a0027000004,Parent IT Solution,
id-a5427aa1-09c8-11ed-1459-0a0027000004,Business unit,
id-a5427aa1-09c8-11ed-1459-0a0027000004,Support Group,
id-a5427aa1-09c8-11ed-1459-0a0027000004,Asset Owner,
id-a5427aa1-09c8-11ed-1459-0a0027000004,IT Custodian,
id-a5427aa1-09c8-11ed-1459-0a0027000004,Architect,n/a
id-a5427aa1-09c8-11ed-1459-0a0027000004,BCM1,N/A
id-a5427aa1-09c8-11ed-1459-0a0027000004,BCM2,N/A
id-a5427aa1-09c8-11ed-1459-0a0027000004,BCM3,N/A
id-a5427aa1-09c8-11ed-1459-0a0027000004,Domain,n/a
id-a5427aa1-09c8-11ed-1459-0a0027000004,S-Code,
id-a5427aa1-09c8-11ed-1459-0a0027000004,Automation,
id-a54587e3-09c8-11ed-1459-0a0027000004,CMDB ID,f9317d293726ee4061eb2b2943990e04
id-a54587e3-09c8-11ed-1459-0a0027000004,ING ID,application-business-34100
id-a54587e3-09c8-11ed-1459-0a0027000004,Environment,Production
id-a54587e3-09c8-11ed-1459-0a0027000004,Operational Status,Operational
id-a54587e3-09c8-11ed-1459-0a0027000004,Documentation,SImple Loans - gestion des crdits simples. SImple Loans - beheer van eenvoudige kredieten.
id-a54587e3-09c8-11ed-1459-0a0027000004,Description,
id-a54587e3-09c8-11ed-1459-0a0027000004,BIA Date,
id-a54587e3-09c8-11ed-1459-0a0027000004,Comment,
id-a54587e3-09c8-11ed-1459-0a0027000004,Category,Business Application
id-a54587e3-09c8-11ed-1459-0a0027000004,Parent IT Solution,
id-a54587e3-09c8-11ed-1459-0a0027000004,Business unit,BE/Domestic Products/Lending
id-a54587e3-09c8-11ed-1459-0a0027000004,Support Group,be+nl/Consumer Loans/LendRover
id-a54587e3-09c8-11ed-1459-0a0027000004,Asset Owner,Francisco Schram
id-a54587e3-09c8-11ed-1459-0a0027000004,IT Custodian,Filip Queeckers
id-a54587e3-09c8-11ed-1459-0a0027000004,Architect,Vipin Zharotia
id-a54587e3-09c8-11ed-1459-0a0027000004,BCM1,Business Development & Sales
id-a54587e3-09c8-11ed-1459-0a0027000004,BCM2,Banking Sales & Servicing
id-a54587e3-09c8-11ed-1459-0a0027000004,BCM3,Consumer loan Sales & Servicing
id-a54587e3-09c8-11ed-1459-0a0027000004,Domain,Business lending
id-a54587e3-09c8-11ed-1459-0a0027000004,S-Code,
id-a54587e3-09c8-11ed-1459-0a0027000004,Automation,FGI
id-a54587e3-09c8-11ed-1459-0a0027000004,CMDB ID,f9317d293726ee4061eb2b2943990e04
id-a54587e3-09c8-11ed-1459-0a0027000004,ING ID,application-business-34100
id-a54587e3-09c8-11ed-1459-0a0027000004,Environment,Production
id-a54587e3-09c8-11ed-1459-0a0027000004,Operational Status,Operational
id-a54587e3-09c8-11ed-1459-0a0027000004,Documentation,SImple Loans - gestion des crdits simples. SImple Loans - beheer van eenvoudige kredieten.
id-a54587e3-09c8-11ed-1459-0a0027000004,Description,
id-a54587e3-09c8-11ed-1459-0a0027000004,BIA Date,
id-a54587e3-09c8-11ed-1459-0a0027000004,Comment,
id-a54587e3-09c8-11ed-1459-0a0027000004,Category,Business Application
id-a54587e3-09c8-11ed-1459-0a0027000004,Parent IT Solution,
id-a54587e3-09c8-11ed-1459-0a0027000004,Business unit,BE/Domestic Products/Lending
id-a54587e3-09c8-11ed-1459-0a0027000004,Support Group,be+nl/Consumer Loans/LendRover
id-a54587e3-09c8-11ed-1459-0a0027000004,Asset Owner,Francisco Schram
id-a54587e3-09c8-11ed-1459-0a0027000004,IT Custodian,Filip Queeckers
id-a54587e3-09c8-11ed-1459-0a0027000004,Architect,Vipin Zharotia
id-a54587e3-09c8-11ed-1459-0a0027000004,BCM1,Business Development & Sales
id-a54587e3-09c8-11ed-1459-0a0027000004,BCM2,Banking Sales & Servicing
id-a54587e3-09c8-11ed-1459-0a0027000004,BCM3,Consumer loan Sales & Servicing
id-a54587e3-09c8-11ed-1459-0a0027000004,Domain,Business lending
id-a54587e3-09c8-11ed-1459-0a0027000004,S-Code,
id-a54587e3-09c8-11ed-1459-0a0027000004,Automation,FGI
id-a550d283-09c8-11ed-1459-0a0027000004,Target Application Option 1,disappear when other mainframe applications will disappear 
id-a550d283-09c8-11ed-1459-0a0027000004,Target Application Option 1,disappear when other mainframe applications will disappear 
id-a547d1d7-09c8-11ed-1459-0a0027000004,Target Application Option 1,BLEND
id-a547d1d7-09c8-11ed-1459-0a0027000004,Target Application Option 1,BLEND
id-a54cb3d1-09c8-11ed-1459-0a0027000004,Target Application Option 1,TBD 
id-a54cb3d1-09c8-11ed-1459-0a0027000004,Target Application Option 2,TBD Business Lending solution
id-a54cb3d1-09c8-11ed-1459-0a0027000004,Target Application Option 1,TBD 
id-a54cb3d1-09c8-11ed-1459-0a0027000004,Target Application Option 2,TBD Business Lending solution
id-a552a747-09c8-11ed-1459-0a0027000004,Target Application Option 1,FAR Core (ideally at the moment the mainframe  loan application FIL migrates to target )
id-a552a747-09c8-11ed-1459-0a0027000004,Target Application Option 2,Group Service multi country/multi ledger Accounting rule engine  
id-a552a747-09c8-11ed-1459-0a0027000004,Target Application Option 1,FAR Core (ideally at the moment the mainframe  loan application FIL migrates to target )
id-a552a747-09c8-11ed-1459-0a0027000004,Target Application Option 2,Group Service multi country/multi ledger Accounting rule engine  
id-a5422c81-09c8-11ed-1459-0a0027000004,CMDB ID,00addded3762ee4061eb2b2943990e49
id-a5422c81-09c8-11ed-1459-0a0027000004,ING ID,application-business-39599
id-a5422c81-09c8-11ed-1459-0a0027000004,Environment,Production
id-a5422c81-09c8-11ed-1459-0a0027000004,Operational Status,Operational
id-a5422c81-09c8-11ed-1459-0a0027000004,Documentation,Foreign Management Information. Foreign Management Information.
id-a5422c81-09c8-11ed-1459-0a0027000004,Description,FMI Database with international operations for ING clients and non-ING clients.
id-a5422c81-09c8-11ed-1459-0a0027000004,BIA Date,
id-a5422c81-09c8-11ed-1459-0a0027000004,Comment,
id-a5422c81-09c8-11ed-1459-0a0027000004,Category,Business Application
id-a5422c81-09c8-11ed-1459-0a0027000004,Parent IT Solution,
id-a5422c81-09c8-11ed-1459-0a0027000004,Business unit,BE/HR & Finance & Risk
id-a5422c81-09c8-11ed-1459-0a0027000004,Support Group,be+nl/Finance & Risk Support Chain/F&R Business Support (MA)
id-a5422c81-09c8-11ed-1459-0a0027000004,Asset Owner,Amaury Vanthournout
id-a5422c81-09c8-11ed-1459-0a0027000004,IT Custodian,Tine Puttenaers
id-a5422c81-09c8-11ed-1459-0a0027000004,Architect,Kathy Mottet
id-a5422c81-09c8-11ed-1459-0a0027000004,BCM1,Finance management
id-a5422c81-09c8-11ed-1459-0a0027000004,BCM2,Management Accounting
id-a5422c81-09c8-11ed-1459-0a0027000004,BCM3,Customer Profitability
id-a5422c81-09c8-11ed-1459-0a0027000004,Domain,Finance & Risk
id-a5422c81-09c8-11ed-1459-0a0027000004,S-Code,
id-a5422c81-09c8-11ed-1459-0a0027000004,Automation,FGI
id-a5422c81-09c8-11ed-1459-0a0027000004,CMDB ID,00addded3762ee4061eb2b2943990e49
id-a5422c81-09c8-11ed-1459-0a0027000004,ING ID,application-business-39599
id-a5422c81-09c8-11ed-1459-0a0027000004,Environment,Production
id-a5422c81-09c8-11ed-1459-0a0027000004,Operational Status,Operational
id-a5422c81-09c8-11ed-1459-0a0027000004,Documentation,Foreign Management Information. Foreign Management Information.
id-a5422c81-09c8-11ed-1459-0a0027000004,Description,FMI Database with international operations for ING clients and non-ING clients.
id-a5422c81-09c8-11ed-1459-0a0027000004,BIA Date,
id-a5422c81-09c8-11ed-1459-0a0027000004,Comment,
id-a5422c81-09c8-11ed-1459-0a0027000004,Category,Business Application
id-a5422c81-09c8-11ed-1459-0a0027000004,Parent IT Solution,
id-a5422c81-09c8-11ed-1459-0a0027000004,Business unit,BE/HR & Finance & Risk
id-a5422c81-09c8-11ed-1459-0a0027000004,Support Group,be+nl/Finance & Risk Support Chain/F&R Business Support (MA)
id-a5422c81-09c8-11ed-1459-0a0027000004,Asset Owner,Amaury Vanthournout
id-a5422c81-09c8-11ed-1459-0a0027000004,IT Custodian,Tine Puttenaers
id-a5422c81-09c8-11ed-1459-0a0027000004,Architect,Kathy Mottet
id-a5422c81-09c8-11ed-1459-0a0027000004,BCM1,Finance management
id-a5422c81-09c8-11ed-1459-0a0027000004,BCM2,Management Accounting
id-a5422c81-09c8-11ed-1459-0a0027000004,BCM3,Customer Profitability
id-a5422c81-09c8-11ed-1459-0a0027000004,Domain,Finance & Risk
id-a5422c81-09c8-11ed-1459-0a0027000004,S-Code,
id-a5422c81-09c8-11ed-1459-0a0027000004,Automation,FGI
id-a558e8d3-09c8-11ed-1459-0a0027000004,Target Application Option 1,BLEND
id-a558e8d3-09c8-11ed-1459-0a0027000004,Target Application Option 1,BLEND
id-a5558d75-09c8-11ed-1459-0a0027000004,Target Application Option 1,CIP
id-a5558d75-09c8-11ed-1459-0a0027000004,Target Application Option 2,Dovetail
id-a5558d75-09c8-11ed-1459-0a0027000004,Target Application Option 1,CIP
id-a5558d75-09c8-11ed-1459-0a0027000004,Target Application Option 2,Dovetail
id-a5490a53-09c8-11ed-1459-0a0027000004,Target Application Option 1,Target AMS
id-a5490a53-09c8-11ed-1459-0a0027000004,Target Application Option 2,FAR Core
id-a5490a53-09c8-11ed-1459-0a0027000004,Target Application Option 1,Target AMS
id-a5490a53-09c8-11ed-1459-0a0027000004,Target Application Option 2,FAR Core
id-a54009a1-09c8-11ed-1459-0a0027000004,CMDB ID,a78e65253726ee4061eb2b2943990e88
id-a54009a1-09c8-11ed-1459-0a0027000004,ING ID,application-business-34153
id-a54009a1-09c8-11ed-1459-0a0027000004,Environment,Production
id-a54009a1-09c8-11ed-1459-0a0027000004,Operational Status,Operational
id-a54009a1-09c8-11ed-1459-0a0027000004,Documentation,Traitement des Cheques. Cheque's verwerking
id-a54009a1-09c8-11ed-1459-0a0027000004,Description,"cheques (create, book, reserve, split, excecute, unpaid handling, circular checks, reporting, contract management)"
id-a54009a1-09c8-11ed-1459-0a0027000004,BIA Date,
id-a54009a1-09c8-11ed-1459-0a0027000004,Comment,
id-a54009a1-09c8-11ed-1459-0a0027000004,Category,Business Application
id-a54009a1-09c8-11ed-1459-0a0027000004,Parent IT Solution,
id-a54009a1-09c8-11ed-1459-0a0027000004,Business unit,BE/Domestic Products/Core Banking
